QUEST_LV_0100_20150312_000001	경계병	Sentinel
QUEST_LV_0100_20150312_004188	이 정도면 고고학자 데지크가 용병에게 안전히 갈 수 있을 것 같습니다. 데지크에게 돌아가 보세요.	Zeke is you will be able to go to safety in mercenaries to this extent if archaeologist. Let's go back to Zeke in.
QUEST_LV_0100_20150312_004189	기술자 하이넨과 대화하세요	Talk to technicians Heinen
QUEST_LV_0100_20150312_004190	라다스 갈림길의 너머로 쉽게 가려면 케이블 카를 이용해야 합니다. 케이블 카를 이용하기 위해 기술자 하이넨과 대화해 보세요.	To move beyond simply of Radasu crossroads, please use the cable car. Please try to interact with the technician Heinen in order to use the cable car.
QUEST_LV_0100_20150312_004191	케이블카 주변 몬스터들을 처치	I beat the monster of peripheral cable car
QUEST_LV_0100_20150312_004192	기술자 하이넨은 주변의 몬스터를 없애 준다면 한 번쯤은 케이블 카를 이용하게 해 주겠다고 합니다. 하이넨을 위해 주변의 몬스터를 없애 주세요.	Technician Heinen, the once if remove around the monster, you want the us to make use of the cable car. Please remove the monsters around for Heinen.
QUEST_LV_0100_20150312_004193	기술자 하이넨과 대화	Technician Heinen and conversation
QUEST_LV_0100_20150312_004194	몬스터가 어느 정도 정리된 것 같습니다. 기술자 하이넨과 대화해 보세요.	Monster seems to be to some extent organized. Please try to interact with the technicians Heinen.
QUEST_LV_0100_20150312_004195	케이블카를 위협하는 몬스터 처치	Monster extermination threatening the cable car
QUEST_LV_0100_20150312_004196	기술자 하이넨의 요청을 들어 주었으니 케이블 카를 한 번 이용할 수 있게 되었습니다. 하이넨과 다시 대화해 봅시다.	Because I have heard the request of engineers Heinen, you can now once available in the cable car. Let's try to talk again with Heinen.
QUEST_LV_0100_20150312_004197	누오토리 절벽의 서쪽 결계를 파괴	Press destroy the west barrier of auto cliff
QUEST_LV_0100_20150312_004198	기술자 하이넨은 당신의 실력이 꽤 맘에 든 것 같습니다. 몬스터가 쏟아져 나오는 원인이 되는 누오토리 절벽의 서쪽 결계를 파괴해 주면 아예 계속 이용할 수 있게 해 준다고 합니다.	Technician Heinen seems your ability was really like. I felt that if you destroy the west barrier of press auto cliff monster cause the overflow, it is so us continue to be available from the beginning.
QUEST_LV_0100_20150312_004199	기술자 하이넨의 요청 대로 서쪽 결계를 파괴했습니다. 케이블 카를 이용하기 위해 하이넨과 다시 대화해 봅시다.	I destroyed the request Street west barrier technicians Heinen. Let's try to talk again with Heinen in order to use the cable car.
QUEST_LV_0100_20150312_004200	서쪽 결계 파괴	West barrier destruction
QUEST_LV_0100_20150312_004201	고고학자 데지크가 누군가의 도움을 애타게 구하고 있습니다. 고고학자 데지크와 대화해 보세요.	Zeke is looking eagerly awaiting the help of someone to archaeologists. Please try to Zeke and conversation to archaeologists.
QUEST_LV_0100_20150312_004202	고고학자 데지크와 대화하세요	Please to Zeke and conversation to archaeologist
QUEST_LV_0100_20150312_004203	고고학자 데지크는 아이리네가 로도마 제1 유적지의 결계장치에 감금되어 있다고 합니다. 아이리네를 빨리 찾아야 할 것 같습니다.	Zeke the archaeologist is not even protect the children, I will to have been confined to the barrier device of the first ruins. It is believed that finding a child Rine immediately.
QUEST_LV_0100_20150312_004204	조수 아이리네와 대화하세요	Talk to assistant children Rine
QUEST_LV_0100_20150312_004205	조수 아이리네를 찾았습니다. 몬스터가 그녀에게 해를 입히지 않도록 조심히 다가가세요.	Assistant children Rine found. Please go approaching while careful not to harm her monsters.
QUEST_LV_0100_20150312_004206	조수 아이리네와 대화	Assistant children Rine and conversation
QUEST_LV_0100_20150312_004207	조수 아이리네는 결계장치에 묶여 옴싹달싹도 못하고 있습니다. 아이리네와 대화하세요.	Assistant children Rine There can not be Omusaku motionless is connected to the barrier devices. Talk to children Rine.
QUEST_LV_0100_20150312_004208	아이리네를 속박하는 결계장치 해제	Release the barrier device that bound the children Rine
QUEST_LV_0100_20150312_004209	조수 아이리네를 속박하는 결계장치들을 해제하세요. 결계는 서쪽, 동쪽, 북쪽 총 3개가 있습니다.	Please cancel the barrier device that bound the assistant children Rine. Barrier will west, east, but KitaSo three there.
QUEST_LV_0100_20150312_004210	모든 결계장치를 풀었습니다. 조수 아이리네가 괜찮은지 돌아가 보세요.	I have solved the device of all of the barrier. Assistant children Rine Let us return good.
QUEST_LV_0100_20150312_004211	용병 글렌과 대화	Conversation with mercenary Glen
QUEST_LV_0100_20150312_004212	용병 글렌이 당신의 도움을 필요로 하는 것 같습니다.	Mercenary Glen seems to need your help.
QUEST_LV_0100_20150312_004213	사우가을 처치하여 실종의 단서 찾기	I find the missing clues to defeat South autumn
QUEST_LV_0100_20150312_004214	용병 글렌은 최근에 일어나고 있는 실종사건이 신경쓰이는 것 같습니다. 사우가를 처치하면 얻을 수 있는 소지품에서 쓸만한 단서가 있는지 확인하세요.	Mercenary Glen seems disappearance incident anxious that are happening recently. Please make sure that Sau there is a clue that you can use with belongings that can be obtained if defeat.
QUEST_LV_0100_20150312_004215	사우가의 주머니에서 나온 것들은 별 쓸모 없어 보입니다. 용병 글렌과 대화하세요	what Sau came out from the pocket looks different stale. Talk to mercenary Glen
QUEST_LV_0100_20150312_004216	다행히 그 소지품은 아이리네의 것이 아니였습니다. 용병 글렌과 다시 대화해 보세요.	Fortunately, the belongings was not intended observe the children. Please try again conversation with mercenary Glen.
QUEST_LV_0100_20150312_004217	로도마 유적지 가는 길의 몬스터 처치	Monster extermination of the road to no ruins
QUEST_LV_0100_20150312_004218	하지만 용병 글렌은 앞으로 누가 어떤 일이 벌어질 지 모른다며 난폭하게 변한 몬스터들을 처치해 달라고 합니다. 로도마 제1유적지 가는 길목에 있는 몬스터들을 처치해 주세요.	However, mercenary Glen, which takes you to defeat the monster future, that wildly changed and who might what happens. Please defeat monsters on the way to go not also the first ruins.
QUEST_LV_0100_20150312_004219	난폭하게 변한 몬스터들을 처치했으니 이제 안전할 겁니다. 용병 글렌과 대화해 보세요.	Because you beat wildly unusual monster, now would be safe. Please try to interact with the mercenary Glen.
QUEST_LV_0100_20150312_004220	티켄과 투켄 처치	Knowledge and Tsuken treatment
QUEST_LV_0100_20150312_004221	조수 아이리네의 상태는 괜찮은 것 같습니다. 아이리네와 다시 대화해 봅시다.	State of assistant children Rine I think good. Let's try to talk again with the children Rine.
QUEST_LV_0100_20150312_004222	몬스터들로 부터 아이리네를 지키기	I protect the protected children from monsters
QUEST_LV_0100_20150312_004223	조수 아이리네는 어떤 남자를 쫓아갔다가 이런 일을 당했다고 합니다. 과연 누가 이런 짓을 벌였을까요? 어쨌든 몬스터가 몰려오니 아이리네를 지켜주도록 합시다.	Assistant children Rine is you have been such a thing to go chasing some of the men. Who would Boruyotouru such a thing really? Since it has anyway monster is gathered, let's to prevent observe the children.
QUEST_LV_0100_20150312_004224	조수 아이리네는 무사한 것 같습니다. 아이리네와 다시 대화해 보세요.	Assistant children Rine is what was safe. Please try again conversation with children Rine.
QUEST_LV_0100_20150312_004225	덜덜 떨고 있는 조수 아이리네와 대화해 봅시다.	Let's try to talk to abide by the assistant children are trembling.
QUEST_LV_0100_20150312_004226	데지크에게 돌아가 보기	Go back to Zeke to
QUEST_LV_0100_20150312_004227	조수 아이리네가 데지크에게 돌아갔습니다. 잘 돌아 갔는지 데지크에게 돌아가 보세요.	Assistant children Rine has returned to Zeke for. Let's go back to Zeke on whether well back went was for.
QUEST_LV_0100_20150312_004228	고고학자 데지크가 스콜피오의 공격을 받고 쓰러졌습니다! 조수 아이리네와 대화해 보세요.	Zeke to archaeologists I was fallen under attack of Scorpio! Please try to talk to the assistant children Rine.
QUEST_LV_0100_20150312_004229	스콜피오 처치	Scorpio treatment
QUEST_LV_0100_20150312_004230	신입 왕릉 연구원과 대화	Conversation with the new king Ling Research Institute
QUEST_LV_0100_20150312_004231	신입으로 보이는 왕릉 연구원이 뭔가 곤란한 일에 처해 있는 것 같습니다. 도와 주는게 좋을 것 같네요.	It seems being placed upon the king tomb researcher visible to the new is in trouble something. Sounds good that will help.
QUEST_LV_0100_20150312_004232	잃어버린 연구 자료 찾기	Search the lost research materials
QUEST_LV_0100_20150312_004233	신입 왕릉 연구원은 버려진 옛 작업장 너머에 있는 곳에서 연구 자료와 보고서를 잃어버렸다고 합니다. 지금 쯤 피노, 제페토, 톤투스가 가지고 놀고 있을지도 몰라요.	Researchers of new King Ling, seems to have lost its research publications and reports where it is on the other side of the old workplace that have been abandoned. By now Pino, Zepetto, might play a tone Tooth.
QUEST_LV_0100_20150312_004234	신입 왕릉 연구원에게 돌아가기	I return to the researchers of the new tomb
QUEST_LV_0100_20150312_004235	신입 왕릉 연구원이 말한 자료는 이것이 전부인 것 같습니다. 신입 왕릉 연구원에게 돌아가 봅시다.	Material researchers of new King Ling said, is, I looks like this is all. Let's go back to the new Ling researchers.
QUEST_LV_0100_20150312_004236	피노. 제페토, 톤투스를 처치하고 %s 획득	Pinot. Mister Geppetto, scoring a ton tooth and %s acquisition
QUEST_LV_0100_20150312_004237	피노. 제페토, 톤투스를 처치하고 잃어버린 연구자료 되찾기	Pinot. Zepetto, and regain the research materials that have been lost to defeat the tone Tooth
QUEST_LV_0100_20150312_004238	잃어버린 연구 보고서 찾기	Search the lost research report
QUEST_LV_0100_20150312_004239	신입 왕릉 연구원은 버려진 옛 작업장 너머에 있는 곳에서 연구 자료와 보고서를 잃어버렸다고 합니다. 지금 쯤 제페토가 가지고 놀고 있을지도 몰라요.	Researchers of new King Ling, seems to have lost its research publications and reports where it is on the other side of the old workplace that have been abandoned. By now Zepetto might are playing.
QUEST_LV_0100_20150312_004240	신입 왕릉 연구원이 말한 자료와 보고서는 이것이 전부인 것 같습니다. 신입 왕릉 연구원에게 돌아가 봅시다.	Material and reports that researchers of new King Ling said, is, I looks like this is all. Let's go back to the new Ling researchers.
QUEST_LV_0100_20150312_004241	버려진 옛 작업장의 제페토를 처치하여 %s획득	Mister Geppetto obtained by killing the old abandoned workshop %s
QUEST_LV_0100_20150312_004242	제페토를 처치하여 왕릉연구보고서 획득	Tilt the Zepetto king Mausoleum research report acquisition
QUEST_LV_0100_20150312_004243	찢어진 연구 기록	Torn research record
QUEST_LV_0100_20150312_004244	 수집	Collection
QUEST_LV_0100_20150312_004245	신입 왕릉 연구원은 버려진 옛 작업장 너머에 있는 곳에서 연구 자료와 보고서를 잃어버렸다고 합니다. 지금 쯤 톤투스가 가지고 놀고 있을지도 몰라요.	Researchers of new King Ling, seems to have lost its research publications and reports where it is on the other side of the old workplace that have been abandoned. By now you might tons teeth are playing.
QUEST_LV_0100_20150312_004246	돌카우 언덕 가는 길의 톤투스를 처치하여 %s획득	Obtained by treatment of the way the tone tooth stone hill Cow %s
QUEST_LV_0100_20150312_004247	톤투스를 처치하여 찢어진 연구 기록 획득	Research record acquisition tear to defeat the tone Tooth
QUEST_LV_0100_20150312_004248	신입 왕릉 연구원과 대화한다	I interact with the new king Ling Research Institute
QUEST_LV_0100_20150312_004249	기록 저장소로 이동	Move to record storage
QUEST_LV_0100_20150312_004250	신입 왕릉 연구원이 알려준 기록 저장소로 이동한다	I moved to the recording destination researchers of new King Ling told me
QUEST_LV_0100_20150312_004251	기록관 요나스는 험준한 둘키우 언덕까지 올라간 것 같습니다. 위험하니 빨리 돌아가자고 설득해 봅시다.	Archives Jonas seems up to the hill brought up steep two people. Let's try to convince and go home early because it is dangerous.
QUEST_LV_0100_20150312_004252	기록관 요나스를 보호	Protect Archives Jonas
QUEST_LV_0100_20150312_004253	기록관 요나스를 설득하던 도중 몬스터에게 습격당했습니다. 요나스를 안전하게 보호해 주세요.	It was attacked in the middle of a monster that had been persuaded Archives Jonas. Please protect the Jonas.
QUEST_LV_0100_20150312_004254	습격하던 몬스터는 모두 물리친 것 같고 기록관 요나스도 정신을 차린 것 같습니다. 연락관 닐스가 있는 조사단 캠프로 돌아가자고 다시 설득 해 봅시다.	Monster that had been attacked seems trimmed the Archives Jonas also spirit and seems to have defeated all. Let's try to convince again they are about to go back to the investigation team camp there is a liaison Nils.
QUEST_LV_0100_20150312_004255	닐스와 대화	Nils and conversation
QUEST_LV_0100_20150312_004256	요나스가 닐스에게 맡긴 기록을 찾아와야 합니다. 닐스와 대화하세요.	Jonas must find the evidence that was left to Nils. Talk to Nils.
QUEST_LV_0100_20150312_004257	상인 다비오와 대화	Merchant Darby O and conversation
QUEST_LV_0100_20150312_004258	상인 다비오와 대화하여 요나스의 정신을 차리게 할 약을 구해 옵시다.	Let's have sought a drug that Charige the spirit of Jonas and interact with merchants Derby Oh.
QUEST_LV_0100_20150312_004259	기록관 요나스가 요청한 자료와 함께 어떻게든 이 약을 요나스에게 먹여야 합니다.	I should be somehow given this medicine to Jonas along with the data that is Archives Jonas has been requested.
QUEST_LV_0100_20150312_004260	요나스의 안내를 방해하는 몬스터 처치	Monster extermination that interfere with guidance of Jonas
QUEST_LV_0100_20150312_004261	기록관 요나스가 드디어 정신을 차린 것 같습니다. 요나스는 자격을 갖춘 이가 해야할 일이 있다며 따라고라고 합니다. 요나스가 봉화대 고개까지 길 안내를 잘 할 수 있도록 몬스터를 해치워 주세요.	Archives Jonas is, seems to have established a final spirit. Jonas, depending saying that there may be some people who qualified, are referred to as high. Please Battle hordes of monsters so that it is possible to improve the directions of up to Jonas Ganoroshi rise.
QUEST_LV_0100_20150312_004262	기록관 요나스의 목적지까지 안전하게 도착한 것 같습니다. 요나스와 대화해 보세요.	To the destination of Archives Jonas seems to have arrived safely. Please try to conversation with Jonas.
QUEST_LV_0100_20150312_004263	고라쓰와 대화	Kola writing and conversation
QUEST_LV_0100_20150312_004264	바다트를 무사히 돌려보냈습니다. 이 사실을 고라쓰에게 알려주세요.	I send back safely, sea updates. Please tell me this fact to the Kola writing.
QUEST_LV_0100_20150312_004265	몰렉 퇴치	Molich extermination
QUEST_LV_0100_20150312_004266	몰렉이 어디에서부터 좇아왔는지 알 수 없지만 일단 물리칩시다!	Molich I do not know what has been followed from anywhere, but try to once physical!
QUEST_LV_0100_20150312_004267	몰렉을 물리쳤습니다. 이제 고라쓰와 대화해 보세요.	I have rejected the Molich. Please try to talk to now Kola writing.
QUEST_LV_0100_20150312_004268	몰렉 처치	Molich treatment
QUEST_LV_0100_20150312_004269	기록관 요나스는 자신이 무얼 해야 하는지에 대해 서서히 기억이 돌아오는 것 같습니다. 기록관 요나스와 대화해 보세요.	Archives Jonas is, about what should he do, seems to come gradually memories back. Please try to talk to the Archives Jonas.
QUEST_LV_0100_20150312_004270	기록관 요나스 옆의 대왕의 눈 확인	Check the eyes of Archives Jonas next to the Great
QUEST_LV_0100_20150312_004271	기록관 요나스는 당신이 선택받은 적임자인지 확인하기 위해 대왕의 눈에게 자격을 증명하라고 합니다.	Archives Jonas, so proving the eligibility to Great eye to confirm that you are a selected right person.
QUEST_LV_0100_20150312_004272	대왕의 눈이 반응을 보입니다. 기록관 요나스에와 대화하세요.	The great king of eye and show the reaction. Talk to the Archives Jonas.
QUEST_LV_0100_20150312_004273	약재상과 대화	Yakujesan and conversation
QUEST_LV_0100_20150312_004274	상인 다비오는 약의 완성을 위해선 한 가지 약이 더 필요하지만 이미 약재상을 보내 놓았다고 합니다. 카파스 가도에 있는 약재상을 찾아 가세요.	I need one of medicine is for merchant's rain of medicine completed, but already I do send your Yakujesan. Please go find the Yakujesan of Kapas highway.
QUEST_LV_0100_20150312_004275	협곡 메토스 수집	Canyon metsulfuron collection
QUEST_LV_0100_20150312_004276	약재상은 다른 재료는 전부 준비가 되어 있고 협곡 메토스만 남았다고 합니다. 기록관 요나스의 정신을 돌릴 약을 완성하기 위해 메토스 들판으로 가 협곡 메토스를 구해 옵시다.	Yakujesan is, other materials are all ready, there are still only canyon metsulfuron is. The metsulfuron field in order to complete a drug that turns the spirit of the Archives Jonas Let asks the canyon metsulfuron.
QUEST_LV_0100_20150312_004277	협곡 메토스를 충분히 캔 것 같습니다. 약재상에게 돌아가 요나스의 정신을 되돌릴 약을 완성합시다.	The canyon metsulfuron it is enough for cans. Let's complete the medicine to undo the spirit of Jonas returns to Yakujesan.
QUEST_LV_0100_20150312_004278	연락관 닐스는 상인 다비오에게 기록관 요나스의 정신을 되찾을 수 있는 약을 부탁해 놨다고 합니다. 상인 다비오에게 약을 받아오세요.	Liaison Nils you have had to ask the medicine that you can regain the spirit of the record Museum Jonas to the merchant Dhabi 5. It came under the medicine to the merchant Derby 5.
QUEST_LV_0100_20150312_004279	리첸클롭스의 금붙이 수집	Collection of gold product of Richen large ROPS
QUEST_LV_0100_20150312_004280	상인 다비오는 기록관 요나스의 약을 구하기 정말 어려웠다며 추가 비용을 청구합니다. 리첸클롭스가 가지고 있는 금붙이 정도면 다비오가 만족할 것 같습니다.	Add the medicine of Archives Jonas merchant's rain in hand, you can claim an additional fee to be really difficult. The more gold products have re Chen Kuroppusu in is to Derby auger satisfaction.
QUEST_LV_0100_20150312_004281	금붙이를 충분히 모은 것 같습니다. 약재상에게 가 봅시다.	It is a collection of gold product enough. Let Yakujesan Nitemi.
QUEST_LV_0100_20150312_004282	리첸클롭스를 처치하여 %s 획득	Ropseu obtained by killing large richen %s
QUEST_LV_0100_20150312_004283	금붙이 수집	Collection of gold products
QUEST_LV_0100_20150312_004284	약의 완성을 위해 상인단의 다비오에게 돌아가세요.	I will return to Derby 5 of merchant team for completion of the medicine.
QUEST_LV_0100_20150312_004285	기록관 요나스에게 돌아가서 기록을 전해 주고 상인 다비오가 준 약을 어떻게든 먹이세요.	It's time to eat somehow the merchant Derby auger was medicine to convey the record back to the archives Jonas.
QUEST_LV_0100_20150312_004286	기록관 요나스에게 돌아가서 기록을 전해 주고 상인 다비오가 준 약을 어떻게든 먹이세요. 요나스는 아마도 버려진 옛 작업장에 있다고 합니다.	It's time to eat somehow the merchant Derby auger was medicine to convey the record back to the archives Jonas. Jonas is, assume you probably are in the workplace of a long time ago that has been abandoned.
QUEST_LV_0100_20150312_004287	용병 미르타와 대화	Mercenary meal other and conversation
QUEST_LV_0100_20150312_004288	용병 미르타는 많이 다친 것 같습니다. 어쩌다 다친것이고 케펙에게 갈 지원품은 어쨌는지 물어 봅시다.	It seems to have a lot of injuries ride mercenaries meal. Let's try anyway or heard by chance are those that were injured Support Products go to Kepeku.
QUEST_LV_0100_20150312_004289	케펙에게 보낼 지원품 회수	Email support goods collected in the Kepeku
QUEST_LV_0100_20150312_004290	용병 미르타는 몬스터의 공격으로 크게 다치는 바람에 지원품도 잃어버렸다고 합니다. 잃어버린 케펙의 지원품을 회수에 다친 미르타 대신 전달해 주도록 합시다.	I was assisted goods also lost to larger wounded wind mercenary meal ride monster attacks. Let asked to provide the assistance goods lost Kepeku to Mir other instead was injured in the recovery.
QUEST_LV_0100_20150312_004291	앱비자 언덕의 사학자 케펙 찾기	Historian Kepeku search of Apuribiza hill
QUEST_LV_0100_20150312_004292	지원품을 얼추 다 회수한 것 같습니다. 앱비자 언덕에 있는 사학자 케펙에게 빨리 전달해 주도록 합시다.	The support article is what was recovered was largely. Let's immediately asked to provide to historians Kepeku in the hills of Apuribiza.
QUEST_LV_0100_20150312_004293	광산의 바이도타스와 대화	Talk to Vaidotas in the Mines
QUEST_LV_0100_20150312_004294	먼저 광산 안에 들어가 있는 바이도타스를 찾아 대화 하세요.	First, enter the Mines and talk to Vaidotas.
QUEST_LV_0100_20150312_004295	1층의 정화 장치를 수리	Fix the Purifiers in 1st Gallery
QUEST_LV_0100_20150312_004296	1층의 정화 장치를 모두 수리하세요. 어떤 정화장치는 쉽게 고칠 수 있지만 수리가 어려운 정화장치는 바이도타스가 준 나침반으로 해결할 수 있습니다.	Repair all the purifiers in 1st Gallery. Some are easy to fix but some will need the help of the compass that Vaidotas gave you.
QUEST_LV_0100_20150312_004297	1층 입구 정화장치 확인	Check Entrance Purifier in 1st Gallery
QUEST_LV_0100_20150312_004298	수정광산의 정화 장치가 작동하지 않아서 유독 증기 냄새가 진동합니다. 정화 장치를 작동시켜 유독 증기를 정화하세요.	The Purifiers are not working in the mines and you can smell the toxic fumes. Activate the purifier to clean the air.
QUEST_LV_0100_20150312_004299	바닥에 떨어진 정화장치 부품 수색	Search purifier parts on the floor
QUEST_LV_0100_20150312_004300	광산 바닥을 잘 살펴보세요. 입구 정화장치에서 빠진 부품을 찾아야합니다.	Check on the floor. You need to find the missing parts of the Purifier.
QUEST_LV_0100_20150312_004301	1층 입구 정화장치에 조립	Assembled on the Entrance Purifier in 1st Gallery
QUEST_LV_0100_20150312_004302	입구 정화장치에 빠진 부품 하나를 찾았습니다. 정화장치에 조립하세요.	Part 1 fell into the inlet purifying device was found. Please assemble in purifying device.
QUEST_LV_0100_20150312_004303	바닥에 떨어진 %s 찾기	 Find %s on the floor
QUEST_LV_0100_20150312_004304	정화장치 부품 회수	Retrieve Purifier parts
QUEST_LV_0100_20150312_004305	머리 위에 물음표를 띄우고 있는 부베에게서 정화장치 부품을 되찾으세요.	Retrieve purifier parts from the Vubbe with question mark on its head.
QUEST_LV_0100_20150312_004306	1층 입구 정화장치 수리	Repair Entrance Purifier in 1st Gallery
QUEST_LV_0100_20150312_004307	입구 정화장치의 빠진 부품을 찾았습니다. 정화장치에 조립하고 가동하세요.	Found the missing parts of the Entrance Purifier. Assemble and activate the purifier with it.
QUEST_LV_0100_20150312_004308	바닥에 널브러진 정화장치 부품 수색	Search for Purifier parts on the floor
QUEST_LV_0100_20150312_004309	2층의 정화 장치를 수리	Repair Purifier in 2nd Gallery
QUEST_LV_0100_20150312_004310	2층의 정화 장치를 모두 수리하세요.	Fix all the Purifiers in 2nd Gallery.
QUEST_LV_0100_20150312_004311	중앙 정화장치 확인	Check Central Purifier+
QUEST_LV_0100_20150312_004312	광산 나침반은 수정광산 1층의 중앙 정화장치를 가리키고 있습니다. 정화장치를 확인해보세요.	Mine compass points to the central purification system of the first floor fix mine. Please check the purification system.
QUEST_LV_0100_20150312_004313	광산 나침반을 사용	Use mine compass
QUEST_LV_0100_20150312_004314	1층 어딘가에 있는 예비 정화장치를 찾기 위해 나침반을 사용하세요.	Use the compass to find the spare purifier located somwehere in the 1st Gallery.
QUEST_LV_0100_20150312_004315	4구역 예비 정화장치 수색	Search spare purifier in District 4
QUEST_LV_0100_20150312_004316	광산 나침반은 4구역을 가리키고 있습니다. 나침반이 가리킨 곳으로 가서 정화장치를 수리하기 위한 예비 정화장치를 찾으세요.	Mining compass is pointing to District 4. Follow it and find the spare purifier that can be used to fix the purifier.
QUEST_LV_0100_20150312_004317	4구역의 예비 정화장치에서 부품 획득	Get parts from the Spare Purifier in District 4 .
QUEST_LV_0100_20150312_004318	예비 정화장치에서 교체용 부품을 획득하세요.	Get the replacement parts from the spare purifier.
QUEST_LV_0100_20150312_004319	중앙 정화장치의 예비부품을 구했습니다. 정화장치의 부품을 교체하세요.	Obtained spare parts for the Central Purifier. Replace the parts of the purifier.
QUEST_LV_0100_20150312_004320	수정광산 사이클롭스 처치	Kill the Cyclops in Crystal Mines
QUEST_LV_0100_20150312_004321	수정광산의 사이클롭스가 난동을 부리고 있습니다. 사이클롭스를 처치하세요.	Cyclops fix mine has stretched the riot. Please be getting rid of Cyclops.
QUEST_LV_0100_20150312_004322	사이클롭스 처치	Cyclops extermination
QUEST_LV_0100_20150312_004323	1층 통로 정화장치 확인	Check the Passage Purifier in 1st Gallery
QUEST_LV_0100_20150312_004324	수정광산 2층으로 가는 통로에 있는 정화장치에 문제가 발생했습니다. 정화장치를 확인해보세요.	There is a problem with the purifier on the way to 2nd Gallery. Go and check it.
QUEST_LV_0100_20150312_004325	정화장치를 수리하는데 필요한 부품을 찾기위해 나침반을 사용하세요.	Use the compass to find the parts to repair the purifier.
QUEST_LV_0100_20150312_004326	6구역에서 정화장치 부품 수색	Search Purifier parts in District 6
QUEST_LV_0100_20150312_004327	광산 나침반은 6구역을 가리키고 있습니다. 나침반이 가리킨 곳으로 가서 정화장치를 수리하기 위한 부품을 찾으세요.	Mining compass is pointing to District 6. Follow it and find the parts for repair.
QUEST_LV_0100_20150312_004328	스펙터 군주에게서 %s 회수	 Retrieve %s from Spector Monarch
QUEST_LV_0100_20150312_004329	1층 통로 정화장치 수리	Repair Passage Purifier in 1st Gallery
QUEST_LV_0100_20150312_004330	1층 통로 정화장치를 가동하는데 필요한 부품을 되찾았습니다. 부품을 조립하고 정화장치를 가동하세요.	Found the parts for repairing Passage Purifier. Assemble and activate the purifier.
QUEST_LV_0100_20150312_004331	순환 정화장치 점검	Check circulation purifier system
QUEST_LV_0100_20150312_004332	수정광산 2층의 순환 정화장치가 정상적으로 작동하지 않습니다. 무엇이 문제인지 확인해 보세요.	Circulation Purifier of 2nd GAllery is not working. Find out what the problem is.
QUEST_LV_0100_20150312_004333	정화관 수리	Repair Purifier Pipe
QUEST_LV_0100_20150312_004334	순환 정화장치가 유독증기를 제대로 흡수하지 못하고 있습니다. 3구역에 있는 정화관을 살펴보고 수리하세요.	Circulation purifier is unable to absorb the toxic fumes. Check the purifier in district 3 and fix it.
QUEST_LV_0100_20150312_004335	순환 정화장치 확인	Check circulation purifier
QUEST_LV_0100_20150312_004336	3구역 정화관은 정상적으로 작동하는 것 같습니다. 순환 정화장치를 다시 가동시켜보세요.	Purifier in District 3 seems to work properly. Activate the circulation purifer again.
QUEST_LV_0100_20150312_004337	2구역 정화관 확인	Check Purifier Pipe in District 2
QUEST_LV_0100_20150312_004338	2구역 정화관의 작동이 제대로 되고 있는 지 확인하세요.	Check if the purifier is 2nd Gallery is working properly.
QUEST_LV_0100_20150312_004339	캐러페이스 처치	Get rid of the Carapace
QUEST_LV_0100_20150312_004340	순환 정화장치 가동	Activate Circulation Purifier
QUEST_LV_0100_20150312_004341	모든 정화관이 정상적으로 작동하는 것 같습니다. 순환 정화장치를 가동시켜보세요.	All Purifier Pipes seems to work properly. Activate the circulation purifier.
QUEST_LV_0100_20150312_004342	2층 보조 정화장치 확인	Check the secondary purifier in 2nd Gllery
QUEST_LV_0100_20150312_004343	2층 보조 정화장치가 멈춰있습니다. 멈춘 이유를 알아보세요.	Secondary Purifier in 2nd Gallery has stopped working. Find out why it stopped.
QUEST_LV_0100_20150312_004344	광산 나침반 사용	Use Mining Compass
QUEST_LV_0100_20150312_004345	광산 나침반을 사용해서 보조 정화장치를 복구하는데 필요한 정보를 확인하세요.	Use mining compass to check what you need to fix the secondary purifier.
QUEST_LV_0100_20150312_004346	마력 공급장치 확인	Check the spell device
QUEST_LV_0100_20150312_004347	나침반이 4구역에 있는 마력 공급장치를 가리키고 있습니다. 무슨 문제인지 확인해보세요.	Compass points to the four areas of horsepower equipment. Please make sure what the problem is.
QUEST_LV_0100_20150312_004348	나침반을 사용해서 보조 정화장치를 복구하는데 필요한 정보를 확인하세요.	Use mining compass to check what you need to fix the secondary purifier.
QUEST_LV_0100_20150312_004349	녹을 제거할 도구 수색	Search for tools to remove rust
QUEST_LV_0100_20150312_004350	나침반의 안내를 따르면 녹을 제거할 방법을 찾을 수 있을 것 같습니다.	Follow the compass to find a way to remove the rust.
QUEST_LV_0100_20150312_004351	4구역의 마력 공급장치 복구	Restore the spell device in district 4
QUEST_LV_0100_20150312_004352	윤활유로 4구역의 마력 공급장치를 수리할 수 있을 것 같습니다.	It seems possible to repair the 4 areas of horsepower device as a lubricant.
QUEST_LV_0100_20150312_004353	2층 보조 정화장치 가동	Activate secondary purifier in 2nd Gallery
QUEST_LV_0100_20150312_004354	마력 공급이 제대로 되는 모양입니다. 보조 정화장치를 가동시키세요.	Seem like spell supply is working well. Activate the secondary purifier.
QUEST_LV_0100_20150312_004355	주 정화장치 상태 확인	Check the status of the main purification equipment
QUEST_LV_0100_20150312_004356	주 정화장치가 심하게 파손되어 작동하지 않습니다. 상태를 확인해보세요.	Main purifier is not working. Go and check on it.
